clip_id,speech_sec,voiced_ratio,n_seg
modNfUPt3F4.000,14.702,0.9801333333333332,3
modNfUPt3F4.005,13.062,0.8707999999999999,5
mpXOSY5dW7c.000,13.478,0.8985333333333333,5
mpXOSY5dW7c.002,13.832,0.9221333333333334,5
mpXOSY5dW7c.004,11.258,0.7505333333333333,8
mpXOSY5dW7c.005,11.924,0.7949333333333333,3
mpk5Ubw2fj8.000,14.606,0.9737333333333332,3
mpk5Ubw2fj8.004,14.452,0.9634666666666668,2
mq9NNKmKYdk.000,14.966,0.9977333333333332,1
mq9NNKmKYdk.003,14.706,0.9804,2
mq9NNKmKYdk.004,14.966,0.9977333333333332,1
mq9NNKmKYdk.005,14.998,0.9998666666666666,1
mqDv8688ztg.004,14.314,0.9542666666666668,4
muKwyr-hrkc.001,13.898,0.9265333333333332,4
muLgzV1gGao.001,13.21,0.8806666666666667,8
muLgzV1gGao.004,12.894,0.8596,7
muLgzV1gGao.005,11.654,0.7769333333333334,5
mxLRr3YqgMU.000,13.962,0.9308,4
mxLRr3YqgMU.001,13.22,0.8813333333333334,6
mxLRr3YqgMU.004,14.768,0.9845333333333334,3
myhEW1aZRg4.000,13.92,0.928,7
n0acEDmc0mA.000,14.28,0.952,5
n2BuwHbdilY.002,13.672,0.9114666666666668,5
n4NkVZ1_dfk.000,13.638,0.9092,5
n4NkVZ1_dfk.003,12.716,0.8477333333333333,5
n4NkVZ1_dfk.004,13.57,0.9046666666666668,6
n4NkVZ1_dfk.005,13.05,0.87,8
n5Jeeqfj2_U.000,14.09,0.9393333333333334,4
n5Jeeqfj2_U.005,14.122,0.9414666666666668,4
n6JNJurop2U.000,12.936,0.8623999999999999,5
n6JNJurop2U.003,12.414,0.8276,7
n8IiQJyqjiE.000,14.638,0.9758666666666668,3
n8IiQJyqjiE.001,14.802,0.9868,2
n8IiQJyqjiE.003,14.154,0.9436,4
n8IiQJyqjiE.004,14.51,0.9673333333333332,3
nB-fPmvZg3U.005,12.802,0.8534666666666666,6
nBjBfN9SbpM.001,9.124,0.6082666666666667,7
nBjBfN9SbpM.002,9.504,0.6335999999999999,7
nBjBfN9SbpM.003,9.85,0.6566666666666666,8
nBjBfN9SbpM.004,8.3,0.5533333333333333,5
nBjBfN9SbpM.005,10.178,0.6785333333333334,6
nCWEEoJfjgE.000,15.0,1.0,1
nCWEEoJfjgE.002,14.414,0.9609333333333332,3
nCWEEoJfjgE.004,14.74,0.9826666666666668,2
nCWEEoJfjgE.005,14.966,0.9977333333333332,1
nCc8XfmSvf8.001,14.414,0.9609333333333332,3
nClvfVFYzbM.000,14.362,0.9574666666666668,2
nClvfVFYzbM.003,12.93,0.862,6
nClvfVFYzbM.005,12.294,0.8196,5
nDcl8Jo2tYg.002,14.606,0.9737333333333332,3
nDsTSmE73M0.000,13.584,0.9056,3
nDsTSmE73M0.005,13.894,0.9262666666666668,5
nEm44UpCKmA.000,14.706,0.9804,2
nFP7EEgz0Xg.002,10.526,0.7017333333333333,7
nGGtTu6dSJE.000,10.698,0.7132000000000001,4
nGe8dIc-ecc.000,14.286,0.9524,3
nGe8dIc-ecc.002,14.674,0.9782666666666666,2
nGe8dIc-ecc.003,13.698,0.9132,6
nGe8dIc-ecc.005,14.934,0.9956,1
nI6qUE8N8hk.000,14.61,0.974,2
nIwFocnmRFY.000,13.986,0.9324,6
nIwFocnmRFY.003,14.118,0.9412,5
nKLhatlbqEw.000,14.87,0.9913333333333332,1
nKLhatlbqEw.001,13.97,0.9313333333333332,2
nKLhatlbqEw.002,14.678,0.9785333333333334,1
nKLhatlbqEw.005,14.718,0.9812,1
nKx64KH7Xks.001,14.576,0.9717333333333332,3
nKx64KH7Xks.002,14.866,0.9910666666666668,2
nKx64KH7Xks.003,14.998,0.9998666666666666,1
nKx64KH7Xks.004,14.154,0.9436,4
nKx64KH7Xks.005,14.67,0.978,3
nLB29nx1Jp4.001,14.578,0.9718666666666668,2
nLuAoNAOGcQ.000,14.798,0.9865333333333334,3
nOCSTnpB_F4.001,14.0,0.9333333333333332,3
nOCSTnpB_F4.002,14.674,0.9782666666666666,2
nOFHZ_s7Et4.001,13.062,0.8707999999999999,5
nOFHZ_s7Et4.005,13.666,0.9110666666666668,6
nQtiqrceBhg.001,12.606,0.8404,7
nQtiqrceBhg.003,8.444,0.5629333333333334,9
nQxTTYWy7pA.001,14.51,0.9673333333333332,3
nQxTTYWy7pA.002,11.968,0.7978666666666666,7
nR0h3WFbPfA.000,12.392,0.8261333333333333,6
nR0h3WFbPfA.001,13.546,0.9030666666666666,4
nR0h3WFbPfA.003,13.158,0.8772,5
nR0h3WFbPfA.004,12.538,0.8358666666666666,8
nUazOUcW_AM.004,15.0,1.0,1
nUazOUcW_AM.005,14.71,0.9806666666666668,1
nUbhRInpVbA.001,13.164,0.8775999999999999,5
nUbhRInpVbA.004,14.058,0.9372,4
nUbhRInpVbA.005,13.054,0.8702666666666666,7
nZC82V87Pm0.002,12.77,0.8513333333333333,6
nZC82V87Pm0.004,14.9,0.9933333333333334,2
nZC82V87Pm0.005,14.542,0.9694666666666668,3
nZz1hK90gwA.002,6.324,0.4216,3
nZz1hK90gwA.003,11.202,0.7468,8
nZz1hK90gwA.004,12.674,0.8449333333333333,6
n_4vw3RKaog.002,12.766,0.8510666666666666,7
naAGy30bnwA.000,11.59,0.7726666666666666,5
naAGy30bnwA.005,10.276,0.6850666666666666,7
ncmnmmmWEpU.000,12.85,0.8566666666666667,4
ncmnmmmWEpU.004,13.702,0.9134666666666666,5
ncmnmmmWEpU.005,14.412,0.9608,4
ndLtwmvPpr8.000,13.93,0.9286666666666666,4
ndLtwmvPpr8.003,14.674,0.9782666666666666,2
nex61B854Ms.003,10.372,0.6914666666666667,7
nex61B854Ms.004,11.368,0.7578666666666667,6
nex61B854Ms.005,11.544,0.7696000000000001,9
nfEhF5GBQpo.000,12.61,0.8406666666666667,6
nfN9qJSVank.000,14.282,0.9521333333333334,4
nfN9qJSVank.002,12.71,0.8473333333333334,5
nfN9qJSVank.003,13.374,0.8916000000000001,7
nfN9qJSVank.004,13.182,0.8788,7
nfN9qJSVank.005,12.802,0.8534666666666666,6
ng42eoHytOA.001,9.026,0.6017333333333333,6
ng42eoHytOA.002,10.518,0.7012,9
ng42eoHytOA.003,11.712,0.7807999999999999,7
ng42eoHytOA.005,11.064,0.7376,9
nghDz0el8iI.000,13.392,0.8927999999999999,4
nghDz0el8iI.001,13.194,0.8796,4
niWi1hcuSmo.005,12.258,0.8171999999999999,6
nkmYbzMmrYw.001,13.794,0.9196,6
nkmYbzMmrYw.003,14.414,0.9609333333333332,3
nkmYbzMmrYw.004,14.674,0.9782666666666666,2
nlIrqbcvqLk.001,14.966,0.9977333333333332,1
nmZRXxKPPuQ.002,13.968,0.9312,3
nmZRXxKPPuQ.005,14.582,0.9721333333333334,1
nndDX4RgU1w.000,14.51,0.9673333333333332,3
noepjVnUVFY.000,13.992,0.9328,5
noepjVnUVFY.001,11.886,0.7924,3
nskJh7v6v1U.002,14.61,0.974,2
nskJh7v6v1U.004,13.254,0.8835999999999999,5
nskJh7v6v1U.005,14.934,0.9956,1
nvlqJbHk_Lc.000,11.97,0.798,6
o-fNF5QVMNo.004,13.222,0.8814666666666666,5
o-fNF5QVMNo.005,13.574,0.9049333333333334,5
o0zIPrIQY4o.005,14.474,0.9649333333333332,4
o1mTIo1vPas.000,12.67,0.8446666666666667,7
o2iolmvadac.002,14.638,0.9758666666666668,3
o2lu6rkd5-Y.001,14.802,0.9868,2
o2lu6rkd5-Y.004,14.32,0.9546666666666668,3
o2wtRccAgjE.003,13.386,0.8924,4
o5eCmKiomvo.001,13.578,0.9052,4
o5eCmKiomvo.002,14.192,0.9461333333333334,3
o6JCQlOC3oE.002,13.058,0.8705333333333333,6
o7J2fWIJndQ.005,14.966,0.9977333333333332,1
oANKg9_grdA.004,13.39,0.8926666666666667,3
oBE9f5xD9rk.000,12.2,0.8133333333333332,5
oBE9f5xD9rk.002,14.998,0.9998666666666666,1
oBE9f5xD9rk.004,14.642,0.9761333333333332,2
oBE9f5xD9rk.005,13.318,0.8878666666666667,5
oC-qxnrmJws.000,12.348,0.8232,8
oC-qxnrmJws.002,14.516,0.9677333333333332,2
oC-qxnrmJws.003,15.0,1.0,1
oC-qxnrmJws.005,13.766,0.9177333333333332,5
oCN_9daCssU.002,13.838,0.9225333333333332,3
oCb9DK3M1DU.000,14.25,0.95,4
oCb9DK3M1DU.001,14.64,0.976,3
oCb9DK3M1DU.002,14.292,0.9528,2
oCb9DK3M1DU.003,14.142,0.9428,1
oCb9DK3M1DU.004,14.738,0.9825333333333331,2
oCb9DK3M1DU.005,14.42,0.9613333333333334,2
oDOoG0vX-7U.005,14.186,0.9457333333333332,4
oG84VxrGfj0.001,13.122,0.8748,6
oGa05H9UXxU.002,12.104,0.8069333333333333,6
oGa05H9UXxU.004,13.588,0.9058666666666666,3
oHudDVcT5Lg.002,13.722,0.9148,2
oHudDVcT5Lg.004,13.422,0.8948,3
oHudDVcT5Lg.005,13.328,0.8885333333333333,4
oJPdfhG4hT0.001,14.03,0.9353333333333332,3
oJPdfhG4hT0.002,13.424,0.8949333333333332,4
oLO05QNhhGg.000,13.866,0.9244,4
oLO05QNhhGg.001,13.71,0.914,3
oLO05QNhhGg.002,12.674,0.8449333333333333,6
oLO05QNhhGg.003,12.944,0.8629333333333334,4
oLO05QNhhGg.004,13.654,0.9102666666666668,3
oLO05QNhhGg.005,11.598,0.7732,3
oQOvtrP52As.002,12.714,0.8476,4
oU7zAWm_01o.000,14.902,0.9934666666666666,1
oU7zAWm_01o.002,15.0,1.0,1
oU7zAWm_01o.003,14.966,0.9977333333333332,1
oU7zAWm_01o.004,14.998,0.9998666666666666,1
oVSMxtPpQ0M.002,11.91,0.794,5
oVSMxtPpQ0M.003,11.914,0.7942666666666667,4
oVSMxtPpQ0M.005,13.35,0.89,5
oWDh03tstic.002,13.092,0.8728,6
oXRhk1PUPcQ.002,13.854,0.9236,7
oYhWw97JYyU.000,14.352,0.9568,3
oYhWw97JYyU.001,14.802,0.9868,2
oYiWW-Qc0rs.000,14.186,0.9457333333333332,4
oYiWW-Qc0rs.001,14.086,0.9390666666666668,5
oYiWW-Qc0rs.002,12.742,0.8494666666666667,5
oYiWW-Qc0rs.005,13.186,0.8790666666666667,6
o_kTWEEjtyw.001,11.574,0.7716,3
o_kTWEEjtyw.003,12.1,0.8066666666666666,7
o_kTWEEjtyw.005,10.5,0.7,6
obr7ktzX8w8.001,10.088,0.6725333333333333,6
obr7ktzX8w8.003,10.75,0.7166666666666667,7
obr7ktzX8w8.004,9.92,0.6613333333333333,8
odHogR_36Dc.000,13.512,0.9008,5
odHogR_36Dc.002,13.286,0.8857333333333333,5
odHogR_36Dc.003,12.702,0.8468,7
odRqijkG28U.000,12.586,0.8390666666666667,4
odRqijkG28U.001,14.15,0.9433333333333334,5
odRqijkG28U.004,13.83,0.922,5
oe1PZxExhzc.001,13.198,0.8798666666666667,3
oe1PZxExhzc.003,13.446,0.8964,5
oe6q_ZByIxQ.000,3.892,0.2594666666666667,3
og8vtyRh_bc.000,13.324,0.8882666666666666,5
og8vtyRh_bc.001,14.866,0.9910666666666668,2
og8vtyRh_bc.003,14.392,0.9594666666666666,2
ogSLrHVeqLI.003,14.614,0.9742666666666668,1
okSmKH2k5lE.002,12.754,0.8502666666666666,4
okdZnQbLnf8.001,14.734,0.9822666666666666,3
okdZnQbLnf8.002,13.866,0.9244,4
okdZnQbLnf8.004,13.972,0.9314666666666668,3
okl467xvgOw.001,14.902,0.9934666666666666,1
om-9kFEKJIs.000,13.15,0.8766666666666667,7
om-9kFEKJIs.001,12.446,0.8297333333333333,7
om-9kFEKJIs.004,13.958,0.9305333333333332,5
omQ5CGXJKS8.001,14.384,0.9589333333333332,3
omQ5CGXJKS8.002,9.076,0.6050666666666668,3
omeHsKF7InA.000,13.07,0.8713333333333334,3
omeHsKF7InA.001,10.122,0.6748,4
onbyz01BC_Y.003,14.316,0.9544,4
opEoJBrcmbI.001,12.55,0.8366666666666667,5
opEoJBrcmbI.002,14.246,0.9497333333333332,5
opEoJBrcmbI.003,14.156,0.9437333333333334,4
opEoJBrcmbI.005,10.44,0.696,6
opqoflph5ZE.004,13.662,0.9108,7
opyTSeVCYtE.002,11.116,0.7410666666666667,5
opyTSeVCYtE.003,14.062,0.9374666666666668,3
opyTSeVCYtE.005,14.506,0.9670666666666666,4
oqXx6ipHfUE.000,13.422,0.8948,3
oqXx6ipHfUE.005,13.166,0.8777333333333334,3
oq_v2yocx34.004,14.706,0.9804,2
orlXEgAepGo.000,10.814,0.7209333333333333,7
orlXEgAepGo.002,11.024,0.7349333333333333,4
orlXEgAepGo.003,10.468,0.6978666666666666,7
osqQpQsJNPQ.000,12.614,0.8409333333333334,5
osqQpQsJNPQ.001,13.098,0.8732000000000001,4
osqQpQsJNPQ.004,12.838,0.8558666666666667,5
ouYYWCY__5A.000,13.698,0.9132,6
ouYYWCY__5A.001,13.45,0.8966666666666666,4
ouYYWCY__5A.005,14.674,0.9782666666666666,2
outvbZgNX58.000,7.528,0.5018666666666667,6
outvbZgNX58.002,12.484,0.8322666666666667,6
outvbZgNX58.004,9.568,0.6378666666666667,7
owRKOW0ymCM.002,13.97,0.9313333333333332,2
owRKOW0ymCM.003,12.878,0.8585333333333334,3
ox-qZvCLtls.005,14.088,0.9392,5
oxw3nT9LSsg.000,13.386,0.8924,4
p-OcwNFQB0U.001,13.066,0.8710666666666668,4
p-OcwNFQB0U.002,13.642,0.9094666666666666,4
p-OcwNFQB0U.005,10.95,0.73,5
p-V78q8dtYo.001,14.702,0.9801333333333332,3
p-V78q8dtYo.005,14.056,0.9370666666666666,5
p1ORMiJ0fPU.002,14.036,0.9357333333333332,3
p1ORMiJ0fPU.003,13.962,0.9308,4
p1qyJ_mE-2U.002,14.866,0.9910666666666668,2
p5QXPhJS8Ks.000,12.282,0.8188,8
p5QXPhJS8Ks.005,11.908,0.7938666666666666,6
p5v75vAZ7F0.003,10.626,0.7083999999999999,6
p5v75vAZ7F0.005,12.13,0.8086666666666668,6
p6UMx8dwHZQ.000,10.736,0.7157333333333333,4
p6UMx8dwHZQ.001,7.638,0.5092,9
p6UMx8dwHZQ.002,9.31,0.6206666666666667,7
p6UMx8dwHZQ.003,12.656,0.8437333333333333,3
p6UMx8dwHZQ.004,9.95,0.6633333333333333,7
p6jjj6jn2fM.003,13.674,0.9116,4
p7-JUvStF4w.000,10.026,0.6684,4
p7-JUvStF4w.002,12.716,0.8477333333333333,5
p7-JUvStF4w.003,11.684,0.7789333333333333,7
p7-JUvStF4w.004,7.712,0.5141333333333333,8
p7-JUvStF4w.005,10.336,0.6890666666666667,8
p7_MVQ3uGJc.003,12.684,0.8455999999999999,5
p7aNK5GKwEc.000,13.056,0.8704,7
p8ce3grr9XE.001,12.522,0.8348,4
p9l1MBw-5ic.002,11.28,0.752,4
p9tAC-RqZPI.002,14.182,0.9454666666666668,5
pDih4zWqYQw.001,14.686,0.9790666666666666,1
pDt0F4zFfBs.003,14.214,0.9476,5
pDt0F4zFfBs.005,11.654,0.7769333333333334,5
pEYFpmjwKC0.001,14.586,0.9724,2
pEYFpmjwKC0.002,14.804,0.9869333333333332,2
pEYFpmjwKC0.003,14.544,0.9696,3
pEYFpmjwKC0.004,13.68,0.912,3
pEr7WTIPW64.000,12.788,0.8525333333333334,3
pEr7WTIPW64.005,8.862,0.5908,7
pHCPbKprJGY.001,13.0,0.8666666666666667,6
pHCPbKprJGY.003,12.14,0.8093333333333333,5
pJGLxS81YBc.004,7.678,0.5118666666666667,7
pOBn7AuGIuI.002,13.642,0.9094666666666666,4
pOBn7AuGIuI.003,12.87,0.858,5
pOBn7AuGIuI.005,12.642,0.8428,6
pOtWKOF07iU.000,14.112,0.9408,7
pOtWKOF07iU.002,14.096,0.9397333333333332,3
pOtWKOF07iU.003,12.296,0.8197333333333333,6
pOtWKOF07iU.004,14.086,0.9390666666666668,5
pPtzEnf5afw.000,13.84,0.9226666666666666,3
pPtzEnf5afw.003,14.154,0.9436,4
pPtzEnf5afw.005,13.35,0.89,5
pQy4omHIf7o.000,14.224,0.9482666666666668,4
pQy4omHIf7o.001,13.922,0.9281333333333334,6
pQy4omHIf7o.002,14.094,0.9396,3
pQy4omHIf7o.003,14.866,0.9910666666666668,2
pQy4omHIf7o.004,14.346,0.9564,4
pT8nyxks1Q4.005,7.566,0.5044,3
pZxqWp0e-Ik.000,11.674,0.7782666666666667,8
pZxqWp0e-Ik.004,14.41,0.9606666666666668,4
pZxqWp0e-Ik.005,13.454,0.8969333333333334,3
p_Z4QGqu4Qo.001,14.414,0.9609333333333332,3
p_Z4QGqu4Qo.004,14.48,0.9653333333333334,3
p_kPnCD7WzU.002,9.838,0.6558666666666666,3
phjVMKGYBKs.005,14.156,0.9437333333333334,4
pkwzo1OkEmY.002,10.826,0.7217333333333333,4
pkwzo1OkEmY.005,11.654,0.7769333333333334,5
pljK0DEusA0.003,10.468,0.6978666666666666,7
pru5ut4lxkQ.000,7.792,0.5194666666666666,4
pru5ut4lxkQ.004,10.05,0.67,6
puJ_NbKzRTE.003,13.778,0.9185333333333332,2
puLXzqUvm_U.000,12.73,0.8486666666666667,8
puLXzqUvm_U.001,7.982,0.5321333333333333,3
puLXzqUvm_U.003,8.54,0.5693333333333332,9
puLXzqUvm_U.004,9.062,0.6041333333333333,5
pvvff396Rqg.004,12.374,0.8249333333333334,9
pvvff396Rqg.005,12.962,0.8641333333333333,6
pwvQaSwgso8.000,13.326,0.8884000000000001,5
pwvQaSwgso8.001,11.904,0.7936,8
pwvQaSwgso8.002,11.238,0.7492,5
pzG2VeUbefw.001,13.794,0.9196,6
pzG2VeUbefw.003,13.798,0.9198666666666668,5
pzG2VeUbefw.005,13.35,0.89,5
pzfDth6nFQE.000,14.868,0.9912,2
pzfDth6nFQE.003,13.442,0.8961333333333333,6
pzfDth6nFQE.004,14.868,0.9912,2
pzfDth6nFQE.005,14.734,0.9822666666666666,3
q5eIfoGdPWw.004,13.158,0.8772,5
q6au1xn_wIE.001,12.35,0.8233333333333334,7
qAisk1lgv2I.003,10.788,0.7192000000000001,7
qBG1mjC7Zgg.000,13.872,0.9248,3
qBG1mjC7Zgg.004,13.718,0.9145333333333332,1
qBG1mjC7Zgg.005,12.934,0.8622666666666666,5
qCFFW1dM8V8.001,13.806,0.9204,3
qCFFW1dM8V8.002,13.614,0.9076,3
qCFFW1dM8V8.003,14.934,0.9956,1
qCFFW1dM8V8.004,13.22,0.8813333333333334,6
qCFFW1dM8V8.005,13.842,0.9228,4
qD15qWMepxU.003,14.668,0.9778666666666668,4
qFYgMFMal_s.005,13.766,0.9177333333333332,5
qJ6_xSx9kCM.002,13.576,0.9050666666666668,5
qLV1a_611kA.004,13.582,0.9054666666666668,3
qLbOPbx33dk.001,11.326,0.7550666666666667,7
qMARpi60Hhs.000,14.674,0.9782666666666666,2
qMARpi60Hhs.004,13.812,0.9208,3
qP1UtCbMaW4.003,14.866,0.9910666666666668,2
qP8YzH6LT9c.001,13.194,0.8796,4
qPzzmcuf-VI.000,14.998,0.9998666666666666,1
qPzzmcuf-VI.004,15.0,1.0,1
qPzzmcuf-VI.005,14.288,0.9525333333333332,3
qRtKUGgULL8.000,14.098,0.9398666666666669,2
qRtKUGgULL8.002,11.882,0.7921333333333334,4
qRtKUGgULL8.005,12.81,0.854,4
qVcw5-mm31s.000,12.49,0.8326666666666667,4
qVcw5-mm31s.004,13.774,0.9182666666666666,3
qVcw5-mm31s.005,14.998,0.9998666666666666,1
qVrXROy4Ais.000,14.186,0.9457333333333332,4
qVrXROy4Ais.001,13.058,0.8705333333333333,6
qVrXROy4Ais.004,14.802,0.9868,2
qW0TYVtzq5A.000,12.8,0.8533333333333334,7
qW0TYVtzq5A.001,14.054,0.9369333333333334,5
qW0TYVtzq5A.002,13.222,0.8814666666666666,5
qW0TYVtzq5A.003,13.258,0.8838666666666666,4
qcq5oIRJFUI.004,11.4,0.76,6
qfL0ml0f84g.003,14.314,0.9542666666666668,4
qfL0ml0f84g.004,13.994,0.9329333333333332,4
qj-3b8snKho.002,14.282,0.9521333333333334,4
qjU3GX3jgSY.002,13.936,0.9290666666666668,3
qjU3GX3jgSY.003,14.0,0.9333333333333332,3
qjU3GX3jgSY.004,13.736,0.9157333333333334,5
qjWi69HY2Fc.000,13.926,0.9284,5
qkmEt0ofGq8.002,13.002,0.8668,4
qkmEt0ofGq8.003,13.07,0.8713333333333334,3
qkmEt0ofGq8.004,14.348,0.9565333333333332,4
qktahyrtrFs.000,14.736,0.9824,3
qktahyrtrFs.001,14.738,0.9825333333333331,2
qmiBcHJpKR0.000,14.382,0.9588,3
qmiBcHJpKR0.003,14.998,0.9998666666666666,1
qoZwA4ESb7g.000,10.726,0.7150666666666667,5
qoZwA4ESb7g.001,10.462,0.6974666666666667,7
qoZwA4ESb7g.003,10.984,0.7322666666666666,6
qoztP0w5-Vo.000,14.998,0.9998666666666666,1
qoztP0w5-Vo.005,14.998,0.9998666666666666,1
qpwcdPnPeFM.004,12.734,0.8489333333333333,7
qr1C43Ylavg.001,13.136,0.8757333333333333,4
qr1C43Ylavg.004,14.414,0.9609333333333332,3
qr1C43Ylavg.005,14.446,0.9630666666666666,3
qrjx2kxg6M4.002,14.424,0.9616,2
qsb1j9bEENs.000,12.972,0.8648,5
qsb1j9bEENs.002,10.506,0.7004,4
qsd4GdeN_eY.001,13.962,0.9308,4
qtB-CogljAo.000,14.052,0.9368,6
qtB-CogljAo.001,13.478,0.8985333333333333,5
qtB-CogljAo.002,13.446,0.8964,5
qtB-CogljAo.003,14.482,0.9654666666666666,2
qtB-CogljAo.005,13.706,0.9137333333333332,4
qyzuaettjU8.001,14.374,0.9582666666666668,5
qyzuaettjU8.004,14.222,0.9481333333333332,3
r1YAW67aevY.000,11.174,0.7449333333333333,5
r1YAW67aevY.003,10.44,0.696,6
r1YAW67aevY.005,11.678,0.7785333333333334,7
r1v6EmZv7-o.001,14.868,0.9912,2
r1v6EmZv7-o.002,14.836,0.9890666666666666,2
r1v6EmZv7-o.004,14.09,0.9393333333333334,4
r1v6EmZv7-o.005,13.994,0.9329333333333332,4
r2BoxB3kgYk.000,12.808,0.8538666666666667,5
r2BoxB3kgYk.001,12.354,0.8236,6
r2BoxB3kgYk.003,12.582,0.8388000000000001,5
r2HcJYjGK5s.001,12.994,0.8662666666666666,6
r2HcJYjGK5s.003,3.476,0.2317333333333333,3
r2HcJYjGK5s.004,10.91,0.7273333333333334,9
r2HcJYjGK5s.005,11.902,0.7934666666666667,7
r4BGKIXrD9c.003,10.746,0.7164,8
r4BGKIXrD9c.005,14.192,0.9461333333333334,3
r93dLeVRk3U.002,13.574,0.9049333333333334,5
r93dLeVRk3U.003,2.52,0.168,2
r9TaaVTo8Y8.000,14.802,0.9868,2
r9TaaVTo8Y8.001,14.734,0.9822666666666666,3
r9TaaVTo8Y8.002,14.802,0.9868,2
r9TaaVTo8Y8.003,14.738,0.9825333333333331,2
r9TaaVTo8Y8.004,14.802,0.9868,2
rBxWZzkEncE.002,14.004,0.9336,3
rBxWZzkEncE.003,14.582,0.9721333333333334,1
rBxWZzkEncE.004,14.546,0.9697333333333332,2
rCxlfusNJlY.000,15.0,1.0,1
rCxlfusNJlY.001,15.0,1.0,1
rCxlfusNJlY.002,15.0,1.0,1
rD6NViDdyOU.001,12.596,0.8397333333333333,3
rD6NViDdyOU.002,14.672,0.9781333333333334,3
rD6NViDdyOU.005,14.186,0.9457333333333332,4
rFs0AC2qV6o.000,9.082,0.6054666666666667,8
rFs0AC2qV6o.001,11.948,0.7965333333333333,5
rG8D-A2F8xg.003,14.866,0.9910666666666668,2
rG8D-A2F8xg.004,14.414,0.9609333333333332,3
rG8D-A2F8xg.005,14.804,0.9869333333333332,2
rGNeR3p1jKU.000,12.336,0.8224,4
rGNeR3p1jKU.001,13.606,0.9070666666666668,5
rGTn2uaCAT0.002,14.236,0.9490666666666668,1
rGTn2uaCAT0.003,14.102,0.9401333333333334,1
rGTn2uaCAT0.004,14.74,0.9826666666666668,2
rGTn2uaCAT0.005,14.934,0.9956,1
rIHcq2E67Nc.003,13.524,0.9016,3
rIHcq2E67Nc.005,13.644,0.9096,5
rIRBEkDhn6Q.002,14.838,0.9892,1
rIRBEkDhn6Q.003,14.322,0.9548,2
rIRBEkDhn6Q.004,14.87,0.9913333333333332,1
rIRBEkDhn6Q.005,13.774,0.9182666666666666,3
rJgbslC72gw.001,14.77,0.9846666666666668,2
rJgbslC72gw.003,11.97,0.798,6
rMFJmA5dRFQ.000,14.998,0.9998666666666666,1
rT0TqakPrAI.000,13.892,0.9261333333333333,6
rTG9gtci67c.001,14.034,0.9356,2
rTG9gtci67c.002,14.446,0.9630666666666666,3
rTG9gtci67c.004,14.16,0.944,3
rTG9gtci67c.005,14.094,0.9396,3
rUGAiuYHNgE.000,10.724,0.7149333333333333,7
rUGAiuYHNgE.002,12.126,0.8084,7
rUGAiuYHNgE.004,11.308,0.7538666666666667,5
rW3hFpfGMHs.003,14.058,0.9372,4
rWT8N_yjf60.005,13.894,0.9262666666666668,5
rXoCKj1qwn4.001,10.49,0.6993333333333334,8
r_cVo5qZ9n0.002,14.48,0.9653333333333334,3
rhKVPhhWHko.002,14.61,0.974,2
rjS0PIwS47M.001,14.77,0.9846666666666668,2
rqfvIjzegpI.000,12.938,0.8625333333333334,4
rqfvIjzegpI.001,13.734,0.9156,5
rqfvIjzegpI.005,14.486,0.9657333333333332,1
rrdSLfnU2pg.000,14.222,0.9481333333333332,3
rrdSLfnU2pg.003,13.03,0.8686666666666666,5
rvB9DYAKHpk.000,13.162,0.8774666666666667,4
rvB9DYAKHpk.001,9.708,0.6472,4
rvB9DYAKHpk.002,13.314,0.8876000000000001,6
rwinPicu_aw.000,12.562,0.8374666666666666,4
rwinPicu_aw.001,14.966,0.9977333333333332,1
rwinPicu_aw.002,13.322,0.8881333333333333,4
rxYWgXYTATs.000,13.038,0.8692,3
rxYWgXYTATs.001,14.702,0.9801333333333332,3
rxYWgXYTATs.002,12.998,0.8665333333333333,5
rxYWgXYTATs.003,14.378,0.9585333333333332,4
rxYWgXYTATs.005,11.774,0.7849333333333333,7
rzKtAeWgZH0.003,13.598,0.9065333333333334,7
s-jZlMKQGwc.000,13.898,0.9265333333333332,4
s-jZlMKQGwc.002,12.714,0.8476,4
s-jZlMKQGwc.003,13.674,0.9116,4
s0MKUEnyHSE.003,14.804,0.9869333333333332,2
s0pgZM5G6ds.003,13.814,0.9209333333333334,3
s0pgZM5G6ds.004,13.842,0.9228,4
s1DOqsQoN5s.001,11.468,0.7645333333333333,5
s1DOqsQoN5s.002,14.158,0.9438666666666666,3
s1DOqsQoN5s.003,14.318,0.9545333333333332,3
s3m8DgUi6GM.000,9.602,0.6401333333333333,6
s3m8DgUi6GM.001,14.214,0.9476,5
s3m8DgUi6GM.004,14.222,0.9481333333333332,3
s6N1pv5lzrU.002,11.91,0.794,5
s6N1pv5lzrU.003,12.642,0.8428,6
s6gN_358tk4.001,13.836,0.9224,5
s85T4B1ONWE.005,13.512,0.9008,5
sBHv1jYmZQE.000,9.272,0.6181333333333333,10
sBHv1jYmZQE.003,14.182,0.9454666666666668,5
sBHv1jYmZQE.004,12.27,0.818,11
sBw7VHQ74SY.005,13.346,0.8897333333333334,6
sDNzrM6N7wA.000,14.838,0.9892,1
sDNzrM6N7wA.003,13.934,0.9289333333333332,5
sDWJMBZ1mVA.001,11.834,0.7889333333333333,8
sDWJMBZ1mVA.002,13.32,0.888,5
sDWJMBZ1mVA.003,12.35,0.8233333333333334,7
sDWJMBZ1mVA.005,12.384,0.8256,8
