clip_id,split_official,duration_sec,audio_path
lxnV9X8T2Zc.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lxnV9X8T2Zc.003.wav
lxnV9X8T2Zc.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lxnV9X8T2Zc.004.wav
lyZZSU1ziCQ.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lyZZSU1ziCQ.001.wav
lyZZSU1ziCQ.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lyZZSU1ziCQ.002.wav
lyZZSU1ziCQ.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lyZZSU1ziCQ.003.wav
lyZZSU1ziCQ.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lyZZSU1ziCQ.005.wav
ly_0m16694Q.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\ly_0m16694Q.000.wav
ly_0m16694Q.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\ly_0m16694Q.003.wav
lyznxF-Pj6g.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\lyznxF-Pj6g.001.wav
m04e9ylCoK0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m04e9ylCoK0.000.wav
m04e9ylCoK0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m04e9ylCoK0.003.wav
m0iznoJi8hw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m0iznoJi8hw.001.wav
m0iznoJi8hw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m0iznoJi8hw.002.wav
m0iznoJi8hw.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m0iznoJi8hw.003.wav
m0tNIKbEwHE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m0tNIKbEwHE.003.wav
m0tNIKbEwHE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m0tNIKbEwHE.004.wav
m2uxFfpb5xU.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m2uxFfpb5xU.001.wav
m2uxFfpb5xU.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m2uxFfpb5xU.005.wav
m3z_a0l0FRk.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m3z_a0l0FRk.000.wav
m3z_a0l0FRk.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m3z_a0l0FRk.002.wav
m4-vvEeWP8s.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4-vvEeWP8s.000.wav
m4-vvEeWP8s.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4-vvEeWP8s.001.wav
m4-vvEeWP8s.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4-vvEeWP8s.002.wav
m4KKYcD6CZw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4KKYcD6CZw.002.wav
m4KKYcD6CZw.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4KKYcD6CZw.003.wav
m4ZmRZCv6VA.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m4ZmRZCv6VA.005.wav
m536hegSuKI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m536hegSuKI.002.wav
m536hegSuKI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m536hegSuKI.004.wav
m5kTITzj1bY.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m5kTITzj1bY.001.wav
m5kTITzj1bY.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m5kTITzj1bY.005.wav
m6JOFpKvkE0.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m6JOFpKvkE0.001.wav
m7zdWVDT-34.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m7zdWVDT-34.001.wav
m7zdWVDT-34.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m7zdWVDT-34.002.wav
m7zdWVDT-34.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m7zdWVDT-34.004.wav
m7zdWVDT-34.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m7zdWVDT-34.005.wav
mBJTwQsDC4M.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mBJTwQsDC4M.002.wav
mBJTwQsDC4M.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mBJTwQsDC4M.003.wav
mBdVuEXRlfQ.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mBdVuEXRlfQ.000.wav
mBdVuEXRlfQ.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mBdVuEXRlfQ.001.wav
mEQBB6XsJFk.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mEQBB6XsJFk.001.wav
mEQBB6XsJFk.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mEQBB6XsJFk.005.wav
mFz5Fbs97QA.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mFz5Fbs97QA.002.wav
mFz5Fbs97QA.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mFz5Fbs97QA.003.wav
mGWS0Akp08E.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mGWS0Akp08E.000.wav
mGWS0Akp08E.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mGWS0Akp08E.001.wav
mIQnQ8Nmj-c.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mIQnQ8Nmj-c.001.wav
mIQnQ8Nmj-c.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mIQnQ8Nmj-c.005.wav
mIcktEhNxRo.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mIcktEhNxRo.003.wav
mIxTz3tOgmQ.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mIxTz3tOgmQ.000.wav
mK8ebTJyrCI.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mK8ebTJyrCI.002.wav
mKWscEow1U8.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mKWscEow1U8.000.wav
mKWscEow1U8.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mKWscEow1U8.002.wav
mKsGK9nCTxw.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mKsGK9nCTxw.000.wav
mKsGK9nCTxw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mKsGK9nCTxw.001.wav
mLZw7Hf8AYI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mLZw7Hf8AYI.004.wav
mM6QbrCrdLo.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mM6QbrCrdLo.000.wav
mMNjlGNWsZA.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mMNjlGNWsZA.001.wav
mQTBqDY71dU.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mQTBqDY71dU.002.wav
mQpNe8f5xA8.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mQpNe8f5xA8.003.wav
mRKGI6hq4UU.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mRKGI6hq4UU.003.wav
mRKGI6hq4UU.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mRKGI6hq4UU.004.wav
mRfkHyx__4w.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mRfkHyx__4w.000.wav
mXaI17Dx7u0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mXaI17Dx7u0.000.wav
mXaI17Dx7u0.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mXaI17Dx7u0.001.wav
mXaI17Dx7u0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mXaI17Dx7u0.003.wav
mXgUV0o6a20.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mXgUV0o6a20.000.wav
mXgUV0o6a20.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mXgUV0o6a20.001.wav
mY1ZTvNVkSA.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mY1ZTvNVkSA.002.wav
mY1ZTvNVkSA.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mY1ZTvNVkSA.003.wav
mY1ZTvNVkSA.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mY1ZTvNVkSA.005.wav
mZ2CHgzwDt0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ2CHgzwDt0.000.wav
mZ2CHgzwDt0.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ2CHgzwDt0.001.wav
mZ2CHgzwDt0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ2CHgzwDt0.002.wav
mZ2CHgzwDt0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ2CHgzwDt0.003.wav
mZ3vypXAfHg.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ3vypXAfHg.000.wav
mZ3vypXAfHg.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZ3vypXAfHg.003.wav
mZQP06F94u8.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZQP06F94u8.003.wav
mZQP06F94u8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZQP06F94u8.004.wav
mZzWhUI0CP0.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mZzWhUI0CP0.005.wav
m_2k0dL8CRM.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m_2k0dL8CRM.001.wav
m_9aygJNij8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\m_9aygJNij8.004.wav
maDObxiOQRo.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\maDObxiOQRo.000.wav
maDObxiOQRo.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\maDObxiOQRo.003.wav
mcxi2vtevb4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mcxi2vtevb4.000.wav
me15sHPOjKo.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\me15sHPOjKo.002.wav
me15sHPOjKo.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\me15sHPOjKo.005.wav
me5UoRny6NU.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\me5UoRny6NU.005.wav
merppcmY6y0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\merppcmY6y0.000.wav
merppcmY6y0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\merppcmY6y0.002.wav
merppcmY6y0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\merppcmY6y0.003.wav
merppcmY6y0.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\merppcmY6y0.004.wav
mf0LqiLJYr0.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mf0LqiLJYr0.001.wav
mfGhtr0zy3k.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mfGhtr0zy3k.001.wav
mfGhtr0zy3k.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mfGhtr0zy3k.002.wav
mflgXFsGU9w.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mflgXFsGU9w.000.wav
mflgXFsGU9w.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mflgXFsGU9w.002.wav
mflgXFsGU9w.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mflgXFsGU9w.003.wav
mflgXFsGU9w.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mflgXFsGU9w.004.wav
mhF4kYTlVUE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhF4kYTlVUE.000.wav
mhF4kYTlVUE.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhF4kYTlVUE.001.wav
mhF4kYTlVUE.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhF4kYTlVUE.002.wav
mhF4kYTlVUE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhF4kYTlVUE.003.wav
mhF4kYTlVUE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhF4kYTlVUE.004.wav
mhvkJjOAjYI.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhvkJjOAjYI.004.wav
mhvkJjOAjYI.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mhvkJjOAjYI.005.wav
mkJjaOADfj4.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkJjaOADfj4.001.wav
mkJjaOADfj4.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkJjaOADfj4.002.wav
mkJjaOADfj4.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkJjaOADfj4.003.wav
mkJjaOADfj4.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkJjaOADfj4.005.wav
mkWfG-4vvGc.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkWfG-4vvGc.000.wav
mkWfG-4vvGc.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkWfG-4vvGc.003.wav
mkWfG-4vvGc.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mkWfG-4vvGc.004.wav
mlXZQ8dO0nQ.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mlXZQ8dO0nQ.004.wav
mlXZQ8dO0nQ.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mlXZQ8dO0nQ.005.wav
mlsiYewUwO0.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mlsiYewUwO0.002.wav
mlsiYewUwO0.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mlsiYewUwO0.003.wav
mlsiYewUwO0.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mlsiYewUwO0.005.wav
mmTbHy5iftA.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mmTbHy5iftA.002.wav
mnRuiwFx_Z8.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mnRuiwFx_Z8.000.wav
mnRuiwFx_Z8.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mnRuiwFx_Z8.002.wav
mnRuiwFx_Z8.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mnRuiwFx_Z8.005.wav
modNfUPt3F4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\modNfUPt3F4.000.wav
modNfUPt3F4.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\modNfUPt3F4.005.wav
mpXOSY5dW7c.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpXOSY5dW7c.000.wav
mpXOSY5dW7c.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpXOSY5dW7c.002.wav
mpXOSY5dW7c.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpXOSY5dW7c.004.wav
mpXOSY5dW7c.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpXOSY5dW7c.005.wav
mpk5Ubw2fj8.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpk5Ubw2fj8.000.wav
mpk5Ubw2fj8.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mpk5Ubw2fj8.004.wav
mq9NNKmKYdk.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mq9NNKmKYdk.000.wav
mq9NNKmKYdk.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mq9NNKmKYdk.003.wav
mq9NNKmKYdk.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mq9NNKmKYdk.004.wav
mq9NNKmKYdk.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mq9NNKmKYdk.005.wav
mqDv8688ztg.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mqDv8688ztg.004.wav
muKwyr-hrkc.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\muKwyr-hrkc.001.wav
muLgzV1gGao.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\muLgzV1gGao.001.wav
muLgzV1gGao.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\muLgzV1gGao.004.wav
muLgzV1gGao.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\muLgzV1gGao.005.wav
mxLRr3YqgMU.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mxLRr3YqgMU.000.wav
mxLRr3YqgMU.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mxLRr3YqgMU.001.wav
mxLRr3YqgMU.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\mxLRr3YqgMU.004.wav
myhEW1aZRg4.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\myhEW1aZRg4.000.wav
n0acEDmc0mA.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n0acEDmc0mA.000.wav
n2BuwHbdilY.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n2BuwHbdilY.002.wav
n4NkVZ1_dfk.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n4NkVZ1_dfk.000.wav
n4NkVZ1_dfk.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n4NkVZ1_dfk.003.wav
n4NkVZ1_dfk.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n4NkVZ1_dfk.004.wav
n4NkVZ1_dfk.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n4NkVZ1_dfk.005.wav
n5Jeeqfj2_U.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n5Jeeqfj2_U.000.wav
n5Jeeqfj2_U.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n5Jeeqfj2_U.005.wav
n6JNJurop2U.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n6JNJurop2U.000.wav
n6JNJurop2U.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n6JNJurop2U.003.wav
n8IiQJyqjiE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n8IiQJyqjiE.000.wav
n8IiQJyqjiE.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n8IiQJyqjiE.001.wav
n8IiQJyqjiE.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n8IiQJyqjiE.003.wav
n8IiQJyqjiE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\n8IiQJyqjiE.004.wav
nB-fPmvZg3U.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nB-fPmvZg3U.005.wav
nBjBfN9SbpM.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nBjBfN9SbpM.001.wav
nBjBfN9SbpM.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nBjBfN9SbpM.002.wav
nBjBfN9SbpM.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nBjBfN9SbpM.003.wav
nBjBfN9SbpM.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nBjBfN9SbpM.004.wav
nBjBfN9SbpM.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nBjBfN9SbpM.005.wav
nCWEEoJfjgE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nCWEEoJfjgE.000.wav
nCWEEoJfjgE.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nCWEEoJfjgE.002.wav
nCWEEoJfjgE.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nCWEEoJfjgE.004.wav
nCWEEoJfjgE.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nCWEEoJfjgE.005.wav
nCc8XfmSvf8.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nCc8XfmSvf8.001.wav
nClvfVFYzbM.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nClvfVFYzbM.000.wav
nClvfVFYzbM.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nClvfVFYzbM.003.wav
nClvfVFYzbM.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nClvfVFYzbM.005.wav
nDcl8Jo2tYg.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nDcl8Jo2tYg.002.wav
nDsTSmE73M0.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nDsTSmE73M0.000.wav
nDsTSmE73M0.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nDsTSmE73M0.005.wav
nEm44UpCKmA.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nEm44UpCKmA.000.wav
nFP7EEgz0Xg.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nFP7EEgz0Xg.002.wav
nGGtTu6dSJE.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nGGtTu6dSJE.000.wav
nGe8dIc-ecc.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nGe8dIc-ecc.000.wav
nGe8dIc-ecc.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nGe8dIc-ecc.002.wav
nGe8dIc-ecc.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nGe8dIc-ecc.003.wav
nGe8dIc-ecc.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nGe8dIc-ecc.005.wav
nI6qUE8N8hk.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nI6qUE8N8hk.000.wav
nIwFocnmRFY.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nIwFocnmRFY.000.wav
nIwFocnmRFY.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nIwFocnmRFY.003.wav
nKLhatlbqEw.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKLhatlbqEw.000.wav
nKLhatlbqEw.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKLhatlbqEw.001.wav
nKLhatlbqEw.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKLhatlbqEw.002.wav
nKLhatlbqEw.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKLhatlbqEw.005.wav
nKx64KH7Xks.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKx64KH7Xks.001.wav
nKx64KH7Xks.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKx64KH7Xks.002.wav
nKx64KH7Xks.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKx64KH7Xks.003.wav
nKx64KH7Xks.004,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKx64KH7Xks.004.wav
nKx64KH7Xks.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nKx64KH7Xks.005.wav
nLB29nx1Jp4.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nLB29nx1Jp4.001.wav
nLuAoNAOGcQ.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nLuAoNAOGcQ.000.wav
nOCSTnpB_F4.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nOCSTnpB_F4.001.wav
nOCSTnpB_F4.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nOCSTnpB_F4.002.wav
nOFHZ_s7Et4.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nOFHZ_s7Et4.001.wav
nOFHZ_s7Et4.005,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nOFHZ_s7Et4.005.wav
nQtiqrceBhg.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nQtiqrceBhg.001.wav
nQtiqrceBhg.003,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nQtiqrceBhg.003.wav
nQxTTYWy7pA.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nQxTTYWy7pA.001.wav
nQxTTYWy7pA.002,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nQxTTYWy7pA.002.wav
nR0h3WFbPfA.000,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nR0h3WFbPfA.000.wav
nR0h3WFbPfA.001,train,15.0,E:\tugas-akhir-qiqi\output\preprocessing\preprocessed_full\nR0h3WFbPfA.001.wav
