clip_id,split_official,audio_in,audio_out,orig_duration_sec,flag_short,video_path,best_stream,mono_mode,raw_wav,best_rms,best_peak
mKWscEow1U8.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mKWscEow1U8.000.wav,output\preprocessing\preprocessed_full\mKWscEow1U8.000.wav,15.3019375,0,,,,,,
mKWscEow1U8.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mKWscEow1U8.002.wav,output\preprocessing\preprocessed_full\mKWscEow1U8.002.wav,15.3019375,0,,,,,,
mKsGK9nCTxw.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mKsGK9nCTxw.000.wav,output\preprocessing\preprocessed_full\mKsGK9nCTxw.000.wav,15.3019375,0,,,,,,
mKsGK9nCTxw.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mKsGK9nCTxw.001.wav,output\preprocessing\preprocessed_full\mKsGK9nCTxw.001.wav,13.6998125,1,,,,,,
mLZw7Hf8AYI.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mLZw7Hf8AYI.004.wav,output\preprocessing\preprocessed_full\mLZw7Hf8AYI.004.wav,15.3019375,0,,,,,,
mM6QbrCrdLo.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mM6QbrCrdLo.000.wav,output\preprocessing\preprocessed_full\mM6QbrCrdLo.000.wav,15.3019375,0,,,,,,
mMNjlGNWsZA.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mMNjlGNWsZA.001.wav,output\preprocessing\preprocessed_full\mMNjlGNWsZA.001.wav,15.3019375,0,,,,,,
mQTBqDY71dU.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mQTBqDY71dU.002.wav,output\preprocessing\preprocessed_full\mQTBqDY71dU.002.wav,15.3019375,0,,,,,,
mQpNe8f5xA8.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mQpNe8f5xA8.003.wav,output\preprocessing\preprocessed_full\mQpNe8f5xA8.003.wav,15.3019375,0,,,,,,
mRKGI6hq4UU.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mRKGI6hq4UU.003.wav,output\preprocessing\preprocessed_full\mRKGI6hq4UU.003.wav,15.3019375,0,,,,,,
mRKGI6hq4UU.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mRKGI6hq4UU.004.wav,output\preprocessing\preprocessed_full\mRKGI6hq4UU.004.wav,15.3019375,0,,,,,,
mRfkHyx__4w.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mRfkHyx__4w.000.wav,output\preprocessing\preprocessed_full\mRfkHyx__4w.000.wav,15.3019375,0,,,,,,
mXaI17Dx7u0.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mXaI17Dx7u0.000.wav,output\preprocessing\preprocessed_full\mXaI17Dx7u0.000.wav,15.3019375,0,,,,,,
mXaI17Dx7u0.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mXaI17Dx7u0.001.wav,output\preprocessing\preprocessed_full\mXaI17Dx7u0.001.wav,15.3019375,0,,,,,,
mXaI17Dx7u0.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mXaI17Dx7u0.003.wav,output\preprocessing\preprocessed_full\mXaI17Dx7u0.003.wav,15.3019375,0,,,,,,
mXgUV0o6a20.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mXgUV0o6a20.000.wav,output\preprocessing\preprocessed_full\mXgUV0o6a20.000.wav,15.3019375,0,,,,,,
mXgUV0o6a20.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mXgUV0o6a20.001.wav,output\preprocessing\preprocessed_full\mXgUV0o6a20.001.wav,15.3019375,0,,,,,,
mY1ZTvNVkSA.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mY1ZTvNVkSA.002.wav,output\preprocessing\preprocessed_full\mY1ZTvNVkSA.002.wav,15.3019375,0,,,,,,
mY1ZTvNVkSA.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mY1ZTvNVkSA.003.wav,output\preprocessing\preprocessed_full\mY1ZTvNVkSA.003.wav,15.3019375,0,,,,,,
mY1ZTvNVkSA.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mY1ZTvNVkSA.005.wav,output\preprocessing\preprocessed_full\mY1ZTvNVkSA.005.wav,15.3019375,0,,,,,,
mZ2CHgzwDt0.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ2CHgzwDt0.000.wav,output\preprocessing\preprocessed_full\mZ2CHgzwDt0.000.wav,15.3019375,0,,,,,,
mZ2CHgzwDt0.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ2CHgzwDt0.001.wav,output\preprocessing\preprocessed_full\mZ2CHgzwDt0.001.wav,15.3019375,0,,,,,,
mZ2CHgzwDt0.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ2CHgzwDt0.002.wav,output\preprocessing\preprocessed_full\mZ2CHgzwDt0.002.wav,15.3019375,0,,,,,,
mZ2CHgzwDt0.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ2CHgzwDt0.003.wav,output\preprocessing\preprocessed_full\mZ2CHgzwDt0.003.wav,15.3019375,0,,,,,,
mZ3vypXAfHg.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ3vypXAfHg.000.wav,output\preprocessing\preprocessed_full\mZ3vypXAfHg.000.wav,15.3019375,0,,,,,,
mZ3vypXAfHg.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZ3vypXAfHg.003.wav,output\preprocessing\preprocessed_full\mZ3vypXAfHg.003.wav,15.3019375,0,,,,,,
mZQP06F94u8.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZQP06F94u8.003.wav,output\preprocessing\preprocessed_full\mZQP06F94u8.003.wav,15.3019375,0,,,,,,
mZQP06F94u8.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZQP06F94u8.004.wav,output\preprocessing\preprocessed_full\mZQP06F94u8.004.wav,15.3019375,0,,,,,,
mZzWhUI0CP0.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mZzWhUI0CP0.005.wav,output\preprocessing\preprocessed_full\mZzWhUI0CP0.005.wav,15.3019375,0,,,,,,
m_2k0dL8CRM.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\m_2k0dL8CRM.001.wav,output\preprocessing\preprocessed_full\m_2k0dL8CRM.001.wav,15.3019375,0,,,,,,
m_9aygJNij8.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\m_9aygJNij8.004.wav,output\preprocessing\preprocessed_full\m_9aygJNij8.004.wav,15.3019375,0,,,,,,
maDObxiOQRo.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\maDObxiOQRo.000.wav,output\preprocessing\preprocessed_full\maDObxiOQRo.000.wav,15.3019375,0,,,,,,
maDObxiOQRo.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\maDObxiOQRo.003.wav,output\preprocessing\preprocessed_full\maDObxiOQRo.003.wav,15.3019375,0,,,,,,
mcxi2vtevb4.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mcxi2vtevb4.000.wav,output\preprocessing\preprocessed_full\mcxi2vtevb4.000.wav,15.3019375,0,,,,,,
me15sHPOjKo.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\me15sHPOjKo.002.wav,output\preprocessing\preprocessed_full\me15sHPOjKo.002.wav,15.3019375,0,,,,,,
me15sHPOjKo.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\me15sHPOjKo.005.wav,output\preprocessing\preprocessed_full\me15sHPOjKo.005.wav,15.3019375,0,,,,,,
me5UoRny6NU.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\me5UoRny6NU.005.wav,output\preprocessing\preprocessed_full\me5UoRny6NU.005.wav,15.3019375,0,,,,,,
merppcmY6y0.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\merppcmY6y0.000.wav,output\preprocessing\preprocessed_full\merppcmY6y0.000.wav,15.3019375,0,,,,,,
merppcmY6y0.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\merppcmY6y0.002.wav,output\preprocessing\preprocessed_full\merppcmY6y0.002.wav,15.3019375,0,,,,,,
merppcmY6y0.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\merppcmY6y0.003.wav,output\preprocessing\preprocessed_full\merppcmY6y0.003.wav,15.3019375,0,,,,,,
merppcmY6y0.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\merppcmY6y0.004.wav,output\preprocessing\preprocessed_full\merppcmY6y0.004.wav,15.3019375,0,,,,,,
mf0LqiLJYr0.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mf0LqiLJYr0.001.wav,output\preprocessing\preprocessed_full\mf0LqiLJYr0.001.wav,15.3019375,0,,,,,,
mfGhtr0zy3k.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mfGhtr0zy3k.001.wav,output\preprocessing\preprocessed_full\mfGhtr0zy3k.001.wav,15.3019375,0,,,,,,
mfGhtr0zy3k.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mfGhtr0zy3k.002.wav,output\preprocessing\preprocessed_full\mfGhtr0zy3k.002.wav,15.3019375,0,,,,,,
mflgXFsGU9w.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mflgXFsGU9w.000.wav,output\preprocessing\preprocessed_full\mflgXFsGU9w.000.wav,15.3019375,0,,,,,,
mflgXFsGU9w.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mflgXFsGU9w.002.wav,output\preprocessing\preprocessed_full\mflgXFsGU9w.002.wav,15.3019375,0,,,,,,
mflgXFsGU9w.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mflgXFsGU9w.003.wav,output\preprocessing\preprocessed_full\mflgXFsGU9w.003.wav,15.3019375,0,,,,,,
mflgXFsGU9w.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mflgXFsGU9w.004.wav,output\preprocessing\preprocessed_full\mflgXFsGU9w.004.wav,15.3019375,0,,,,,,
mhF4kYTlVUE.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhF4kYTlVUE.000.wav,output\preprocessing\preprocessed_full\mhF4kYTlVUE.000.wav,15.3019375,0,,,,,,
mhF4kYTlVUE.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhF4kYTlVUE.001.wav,output\preprocessing\preprocessed_full\mhF4kYTlVUE.001.wav,15.3019375,0,,,,,,
mhF4kYTlVUE.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhF4kYTlVUE.002.wav,output\preprocessing\preprocessed_full\mhF4kYTlVUE.002.wav,11.192,1,,,,,,
mhF4kYTlVUE.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhF4kYTlVUE.003.wav,output\preprocessing\preprocessed_full\mhF4kYTlVUE.003.wav,15.3019375,0,,,,,,
mhF4kYTlVUE.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhF4kYTlVUE.004.wav,output\preprocessing\preprocessed_full\mhF4kYTlVUE.004.wav,15.3019375,0,,,,,,
mhvkJjOAjYI.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhvkJjOAjYI.004.wav,output\preprocessing\preprocessed_full\mhvkJjOAjYI.004.wav,15.3019375,0,,,,,,
mhvkJjOAjYI.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mhvkJjOAjYI.005.wav,output\preprocessing\preprocessed_full\mhvkJjOAjYI.005.wav,15.3019375,0,,,,,,
mkJjaOADfj4.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkJjaOADfj4.001.wav,output\preprocessing\preprocessed_full\mkJjaOADfj4.001.wav,15.3019375,0,,,,,,
mkJjaOADfj4.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkJjaOADfj4.002.wav,output\preprocessing\preprocessed_full\mkJjaOADfj4.002.wav,15.3019375,0,,,,,,
mkJjaOADfj4.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkJjaOADfj4.003.wav,output\preprocessing\preprocessed_full\mkJjaOADfj4.003.wav,15.3019375,0,,,,,,
mkJjaOADfj4.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkJjaOADfj4.005.wav,output\preprocessing\preprocessed_full\mkJjaOADfj4.005.wav,15.3019375,0,,,,,,
mkWfG-4vvGc.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkWfG-4vvGc.000.wav,output\preprocessing\preprocessed_full\mkWfG-4vvGc.000.wav,15.3019375,0,,,,,,
mkWfG-4vvGc.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkWfG-4vvGc.003.wav,output\preprocessing\preprocessed_full\mkWfG-4vvGc.003.wav,15.3019375,0,,,,,,
mkWfG-4vvGc.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mkWfG-4vvGc.004.wav,output\preprocessing\preprocessed_full\mkWfG-4vvGc.004.wav,15.3019375,0,,,,,,
mlXZQ8dO0nQ.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mlXZQ8dO0nQ.004.wav,output\preprocessing\preprocessed_full\mlXZQ8dO0nQ.004.wav,15.3019375,0,,,,,,
mlXZQ8dO0nQ.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mlXZQ8dO0nQ.005.wav,output\preprocessing\preprocessed_full\mlXZQ8dO0nQ.005.wav,15.3019375,0,,,,,,
mlsiYewUwO0.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mlsiYewUwO0.002.wav,output\preprocessing\preprocessed_full\mlsiYewUwO0.002.wav,15.3019375,0,,,,,,
mlsiYewUwO0.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mlsiYewUwO0.003.wav,output\preprocessing\preprocessed_full\mlsiYewUwO0.003.wav,15.3019375,0,,,,,,
mlsiYewUwO0.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mlsiYewUwO0.005.wav,output\preprocessing\preprocessed_full\mlsiYewUwO0.005.wav,15.3019375,0,,,,,,
mmTbHy5iftA.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mmTbHy5iftA.002.wav,output\preprocessing\preprocessed_full\mmTbHy5iftA.002.wav,15.3019375,0,,,,,,
mnRuiwFx_Z8.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mnRuiwFx_Z8.000.wav,output\preprocessing\preprocessed_full\mnRuiwFx_Z8.000.wav,15.3019375,0,,,,,,
mnRuiwFx_Z8.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mnRuiwFx_Z8.002.wav,output\preprocessing\preprocessed_full\mnRuiwFx_Z8.002.wav,15.3019375,0,,,,,,
mnRuiwFx_Z8.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mnRuiwFx_Z8.005.wav,output\preprocessing\preprocessed_full\mnRuiwFx_Z8.005.wav,15.3019375,0,,,,,,
modNfUPt3F4.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\modNfUPt3F4.000.wav,output\preprocessing\preprocessed_full\modNfUPt3F4.000.wav,15.3019375,0,,,,,,
modNfUPt3F4.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\modNfUPt3F4.005.wav,output\preprocessing\preprocessed_full\modNfUPt3F4.005.wav,15.3019375,0,,,,,,
mpXOSY5dW7c.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpXOSY5dW7c.000.wav,output\preprocessing\preprocessed_full\mpXOSY5dW7c.000.wav,15.3019375,0,,,,,,
mpXOSY5dW7c.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpXOSY5dW7c.002.wav,output\preprocessing\preprocessed_full\mpXOSY5dW7c.002.wav,15.3019375,0,,,,,,
mpXOSY5dW7c.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpXOSY5dW7c.004.wav,output\preprocessing\preprocessed_full\mpXOSY5dW7c.004.wav,15.3019375,0,,,,,,
mpXOSY5dW7c.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpXOSY5dW7c.005.wav,output\preprocessing\preprocessed_full\mpXOSY5dW7c.005.wav,15.3019375,0,,,,,,
mpk5Ubw2fj8.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpk5Ubw2fj8.000.wav,output\preprocessing\preprocessed_full\mpk5Ubw2fj8.000.wav,15.3019375,0,,,,,,
mpk5Ubw2fj8.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mpk5Ubw2fj8.004.wav,output\preprocessing\preprocessed_full\mpk5Ubw2fj8.004.wav,15.3019375,0,,,,,,
mq9NNKmKYdk.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mq9NNKmKYdk.000.wav,output\preprocessing\preprocessed_full\mq9NNKmKYdk.000.wav,15.3019375,0,,,,,,
mq9NNKmKYdk.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mq9NNKmKYdk.003.wav,output\preprocessing\preprocessed_full\mq9NNKmKYdk.003.wav,15.3019375,0,,,,,,
mq9NNKmKYdk.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mq9NNKmKYdk.004.wav,output\preprocessing\preprocessed_full\mq9NNKmKYdk.004.wav,15.3019375,0,,,,,,
mq9NNKmKYdk.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mq9NNKmKYdk.005.wav,output\preprocessing\preprocessed_full\mq9NNKmKYdk.005.wav,15.3019375,0,,,,,,
mqDv8688ztg.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mqDv8688ztg.004.wav,output\preprocessing\preprocessed_full\mqDv8688ztg.004.wav,15.3019375,0,,,,,,
muKwyr-hrkc.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\muKwyr-hrkc.001.wav,output\preprocessing\preprocessed_full\muKwyr-hrkc.001.wav,15.3019375,0,,,,,,
muLgzV1gGao.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\muLgzV1gGao.001.wav,output\preprocessing\preprocessed_full\muLgzV1gGao.001.wav,15.3019375,0,,,,,,
muLgzV1gGao.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\muLgzV1gGao.004.wav,output\preprocessing\preprocessed_full\muLgzV1gGao.004.wav,15.3019375,0,,,,,,
muLgzV1gGao.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\muLgzV1gGao.005.wav,output\preprocessing\preprocessed_full\muLgzV1gGao.005.wav,15.3019375,0,,,,,,
mxLRr3YqgMU.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mxLRr3YqgMU.000.wav,output\preprocessing\preprocessed_full\mxLRr3YqgMU.000.wav,15.3019375,0,,,,,,
mxLRr3YqgMU.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mxLRr3YqgMU.001.wav,output\preprocessing\preprocessed_full\mxLRr3YqgMU.001.wav,15.3019375,0,,,,,,
mxLRr3YqgMU.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\mxLRr3YqgMU.004.wav,output\preprocessing\preprocessed_full\mxLRr3YqgMU.004.wav,15.3019375,0,,,,,,
myhEW1aZRg4.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\myhEW1aZRg4.000.wav,output\preprocessing\preprocessed_full\myhEW1aZRg4.000.wav,15.3019375,0,,,,,,
n0acEDmc0mA.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n0acEDmc0mA.000.wav,output\preprocessing\preprocessed_full\n0acEDmc0mA.000.wav,15.3019375,0,,,,,,
n2BuwHbdilY.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n2BuwHbdilY.002.wav,output\preprocessing\preprocessed_full\n2BuwHbdilY.002.wav,15.3019375,0,,,,,,
n4NkVZ1_dfk.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n4NkVZ1_dfk.000.wav,output\preprocessing\preprocessed_full\n4NkVZ1_dfk.000.wav,15.3019375,0,,,,,,
n4NkVZ1_dfk.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n4NkVZ1_dfk.003.wav,output\preprocessing\preprocessed_full\n4NkVZ1_dfk.003.wav,15.3019375,0,,,,,,
n4NkVZ1_dfk.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n4NkVZ1_dfk.004.wav,output\preprocessing\preprocessed_full\n4NkVZ1_dfk.004.wav,15.3019375,0,,,,,,
n4NkVZ1_dfk.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n4NkVZ1_dfk.005.wav,output\preprocessing\preprocessed_full\n4NkVZ1_dfk.005.wav,15.3019375,0,,,,,,
n5Jeeqfj2_U.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n5Jeeqfj2_U.000.wav,output\preprocessing\preprocessed_full\n5Jeeqfj2_U.000.wav,15.3019375,0,,,,,,
n5Jeeqfj2_U.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n5Jeeqfj2_U.005.wav,output\preprocessing\preprocessed_full\n5Jeeqfj2_U.005.wav,15.3019375,0,,,,,,
n6JNJurop2U.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n6JNJurop2U.000.wav,output\preprocessing\preprocessed_full\n6JNJurop2U.000.wav,15.3019375,0,,,,,,
n6JNJurop2U.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n6JNJurop2U.003.wav,output\preprocessing\preprocessed_full\n6JNJurop2U.003.wav,15.3019375,0,,,,,,
n8IiQJyqjiE.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n8IiQJyqjiE.000.wav,output\preprocessing\preprocessed_full\n8IiQJyqjiE.000.wav,15.3019375,0,,,,,,
n8IiQJyqjiE.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n8IiQJyqjiE.001.wav,output\preprocessing\preprocessed_full\n8IiQJyqjiE.001.wav,15.3019375,0,,,,,,
n8IiQJyqjiE.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n8IiQJyqjiE.003.wav,output\preprocessing\preprocessed_full\n8IiQJyqjiE.003.wav,15.3019375,0,,,,,,
n8IiQJyqjiE.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\n8IiQJyqjiE.004.wav,output\preprocessing\preprocessed_full\n8IiQJyqjiE.004.wav,15.3019375,0,,,,,,
nB-fPmvZg3U.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nB-fPmvZg3U.005.wav,output\preprocessing\preprocessed_full\nB-fPmvZg3U.005.wav,15.3019375,0,,,,,,
nBjBfN9SbpM.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nBjBfN9SbpM.001.wav,output\preprocessing\preprocessed_full\nBjBfN9SbpM.001.wav,14.9536875,1,,,,,,
nBjBfN9SbpM.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nBjBfN9SbpM.002.wav,output\preprocessing\preprocessed_full\nBjBfN9SbpM.002.wav,15.3019375,0,,,,,,
nBjBfN9SbpM.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nBjBfN9SbpM.003.wav,output\preprocessing\preprocessed_full\nBjBfN9SbpM.003.wav,15.3019375,0,,,,,,
nBjBfN9SbpM.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nBjBfN9SbpM.004.wav,output\preprocessing\preprocessed_full\nBjBfN9SbpM.004.wav,15.3019375,0,,,,,,
nBjBfN9SbpM.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nBjBfN9SbpM.005.wav,output\preprocessing\preprocessed_full\nBjBfN9SbpM.005.wav,15.3019375,0,,,,,,
nCWEEoJfjgE.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nCWEEoJfjgE.000.wav,output\preprocessing\preprocessed_full\nCWEEoJfjgE.000.wav,15.3019375,0,,,,,,
nCWEEoJfjgE.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nCWEEoJfjgE.002.wav,output\preprocessing\preprocessed_full\nCWEEoJfjgE.002.wav,15.3019375,0,,,,,,
nCWEEoJfjgE.004,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nCWEEoJfjgE.004.wav,output\preprocessing\preprocessed_full\nCWEEoJfjgE.004.wav,15.3019375,0,,,,,,
nCWEEoJfjgE.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nCWEEoJfjgE.005.wav,output\preprocessing\preprocessed_full\nCWEEoJfjgE.005.wav,15.3019375,0,,,,,,
nCc8XfmSvf8.001,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nCc8XfmSvf8.001.wav,output\preprocessing\preprocessed_full\nCc8XfmSvf8.001.wav,15.3019375,0,,,,,,
nClvfVFYzbM.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nClvfVFYzbM.000.wav,output\preprocessing\preprocessed_full\nClvfVFYzbM.000.wav,15.3019375,0,,,,,,
nClvfVFYzbM.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nClvfVFYzbM.003.wav,output\preprocessing\preprocessed_full\nClvfVFYzbM.003.wav,15.3019375,0,,,,,,
nClvfVFYzbM.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nClvfVFYzbM.005.wav,output\preprocessing\preprocessed_full\nClvfVFYzbM.005.wav,15.3019375,0,,,,,,
nDcl8Jo2tYg.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nDcl8Jo2tYg.002.wav,output\preprocessing\preprocessed_full\nDcl8Jo2tYg.002.wav,15.3019375,0,,,,,,
nDsTSmE73M0.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nDsTSmE73M0.000.wav,output\preprocessing\preprocessed_full\nDsTSmE73M0.000.wav,15.3019375,0,,,,,,
nDsTSmE73M0.005,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nDsTSmE73M0.005.wav,output\preprocessing\preprocessed_full\nDsTSmE73M0.005.wav,15.3019375,0,,,,,,
nEm44UpCKmA.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nEm44UpCKmA.000.wav,output\preprocessing\preprocessed_full\nEm44UpCKmA.000.wav,15.3019375,0,,,,,,
nFP7EEgz0Xg.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nFP7EEgz0Xg.002.wav,output\preprocessing\preprocessed_full\nFP7EEgz0Xg.002.wav,15.3019375,0,,,,,,
nGGtTu6dSJE.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nGGtTu6dSJE.000.wav,output\preprocessing\preprocessed_full\nGGtTu6dSJE.000.wav,15.3019375,0,,,,,,
nGe8dIc-ecc.000,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nGe8dIc-ecc.000.wav,output\preprocessing\preprocessed_full\nGe8dIc-ecc.000.wav,15.3019375,0,,,,,,
nGe8dIc-ecc.002,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nGe8dIc-ecc.002.wav,output\preprocessing\preprocessed_full\nGe8dIc-ecc.002.wav,15.3019375,0,,,,,,
nGe8dIc-ecc.003,train,e:\tugas-akhir-qiqi\Dataset\Train\train\audio\nGe8dIc-ecc.003.wav,output\preprocessing\preprocessed_full\nGe8dIc-ecc.003.wav,15.3019375,0,,,,,,
